ibge_code,city_name,state_code,state_name,city_state_pair,city_name_no_accent
1100015,Alta Floresta D'Oeste,RO,Rondônia,"Alta Floresta D'Oeste, RO",Alta Floresta D'Oeste
1100023,Ariquemes,RO,Rondônia,"Ariquemes, RO",Ariquemes
1100031,Cabixi,RO,Rondônia,"Cabixi, RO",Cabixi
1100049,Cacoal,RO,Rondônia,"Cacoal, RO",Cacoal
1100056,Cerejeiras,RO,Rondônia,"Cerejeiras, RO",Cerejeiras
1100064,Colorado Do Oeste,RO,Rondônia,"Colorado Do Oeste, RO",Colorado Do Oeste
1100072,Corumbiara,RO,Rondônia,"Corumbiara, RO",Corumbiara
1100080,Costa Marques,RO,Rondônia,"Costa Marques, RO",Costa Marques
1100098,Espigão D'Oeste,RO,Rondônia,"Espigão D'Oeste, RO",Espigao D'Oeste
1100106,Guajará-Mirim,RO,Rondônia,"Guajará-Mirim, RO",Guajara-Mirim
1100114,Jaru,RO,Rondônia,"Jaru, RO",Jaru
1100122,Ji-Paraná,RO,Rondônia,"Ji-Paraná, RO",Ji-Parana
1100130,Machadinho D'Oeste,RO,Rondônia,"Machadinho D'Oeste, RO",Machadinho D'Oeste
1100148,Nova Brasilândia D'Oeste,RO,Rondônia,"Nova Brasilândia D'Oeste, RO",Nova Brasilandia D'Oeste
1100155,Ouro Preto Do Oeste,RO,Rondônia,"Ouro Preto Do Oeste, RO",Ouro Preto Do Oeste
1100189,Pimenta Bueno,RO,Rondônia,"Pimenta Bueno, RO",Pimenta Bueno
1100205,Porto Velho,RO,Rondônia,"Porto Velho, RO",Porto Velho
1100254,Presidente Médici,RO,Rondônia,"Presidente Médici, RO",Presidente Medici
1100262,Rio Crespo,RO,Rondônia,"Rio Crespo, RO",Rio Crespo
1100288,Rolim De Moura,RO,Rondônia,"Rolim De Moura, RO",Rolim De Moura
1100296,Santa Luzia D'Oeste,RO,Rondônia,"Santa Luzia D'Oeste, RO",Santa Luzia D'Oeste
1100304,Vilhena,RO,Rondônia,"Vilhena, RO",Vilhena
1100320,São Miguel Do Guaporé,RO,Rondônia,"São Miguel Do Guaporé, RO",Sao Miguel Do Guapore
1100338,Nova Mamoré,RO,Rondônia,"Nova Mamoré, RO",Nova Mamore
1100346,Alvorada D'Oeste,RO,Rondônia,"Alvorada D'Oeste, RO",Alvorada D'Oeste
1100379,Alto Alegre Dos Parecis,RO,Rondônia,"Alto Alegre Dos Parecis, RO",Alto Alegre Dos Parecis
1100403,Alto Paraíso,RO,Rondônia,"Alto Paraíso, RO",Alto Paraiso
1100452,Buritis,RO,Rondônia,"Buritis, RO",Buritis
1100502,Novo Horizonte Do Oeste,RO,Rondônia,"Novo Horizonte Do Oeste, RO",Novo Horizonte Do Oeste
1100601,Cacaulândia,RO,Rondônia,"Cacaulândia, RO",Cacaulandia
1100700,Campo Novo De Rondônia,RO,Rondônia,"Campo Novo De Rondônia, RO",Campo Novo De Rondonia
1100809,Candeias Do Jamari,RO,Rondônia,"Candeias Do Jamari, RO",Candeias Do Jamari
1100908,Castanheiras,RO,Rondônia,"Castanheiras, RO",Castanheiras
1100924,Chupinguaia,RO,Rondônia,"Chupinguaia, RO",Chupinguaia
1100940,Cujubim,RO,Rondônia,"Cujubim, RO",Cujubim
1101005,Governador Jorge Teixeira,RO,Rondônia,"Governador Jorge Teixeira, RO",Governador Jorge Teixeira
1101104,Itapuã Do Oeste,RO,Rondônia,"Itapuã Do Oeste, RO",Itapua Do Oeste
1101203,Ministro Andreazza,RO,Rondônia,"Ministro Andreazza, RO",Ministro Andreazza
1101302,Mirante Da Serra,RO,Rondônia,"Mirante Da Serra, RO",Mirante Da Serra
1101401,Monte Negro,RO,Rondônia,"Monte Negro, RO",Monte Negro
1101435,Nova União,RO,Rondônia,"Nova União, RO",Nova Uniao
1101450,Parecis,RO,Rondônia,"Parecis, RO",Parecis
1101468,Pimenteiras Do Oeste,RO,Rondônia,"Pimenteiras Do Oeste, RO",Pimenteiras Do Oeste
1101476,Primavera De Rondônia,RO,Rondônia,"Primavera De Rondônia, RO",Primavera De Rondonia
1101484,São Felipe D'Oeste,RO,Rondônia,"São Felipe D'Oeste, RO",Sao Felipe D'Oeste
1101492,São Francisco Do Guaporé,RO,Rondônia,"São Francisco Do Guaporé, RO",Sao Francisco Do Guapore
1101500,Seringueiras,RO,Rondônia,"Seringueiras, RO",Seringueiras
1101559,Teixeirópolis,RO,Rondônia,"Teixeirópolis, RO",Teixeiropolis
1101609,Theobroma,RO,Rondônia,"Theobroma, RO",Theobroma
1101708,Urupá,RO,Rondônia,"Urupá, RO",Urupa
1101757,Vale Do Anari,RO,Rondônia,"Vale Do Anari, RO",Vale Do Anari
1101807,Vale Do Paraíso,RO,Rondônia,"Vale Do Paraíso, RO",Vale Do Paraiso
1200013,Acrelândia,AC,Acre,"Acrelândia, AC",Acrelandia
1200054,Assis Brasil,AC,Acre,"Assis Brasil, AC",Assis Brasil
1200104,Brasiléia,AC,Acre,"Brasiléia, AC",Brasileia
1200138,Bujari,AC,Acre,"Bujari, AC",Bujari
1200179,Capixaba,AC,Acre,"Capixaba, AC",Capixaba
1200203,Cruzeiro Do Sul,AC,Acre,"Cruzeiro Do Sul, AC",Cruzeiro Do Sul
1200252,Epitaciolândia,AC,Acre,"Epitaciolândia, AC",Epitaciolandia
1200302,Feijó,AC,Acre,"Feijó, AC",Feijo
1200328,Jordão,AC,Acre,"Jordão, AC",Jordao
1200336,Mâncio Lima,AC,Acre,"Mâncio Lima, AC",Mancio Lima
1200344,Manoel Urbano,AC,Acre,"Manoel Urbano, AC",Manoel Urbano
1200351,Marechal Thaumaturgo,AC,Acre,"Marechal Thaumaturgo, AC",Marechal Thaumaturgo
1200385,Plácido De Castro,AC,Acre,"Plácido De Castro, AC",Placido De Castro
1200393,Porto Walter,AC,Acre,"Porto Walter, AC",Porto Walter
1200401,Rio Branco,AC,Acre,"Rio Branco, AC",Rio Branco
1200427,Rodrigues Alves,AC,Acre,"Rodrigues Alves, AC",Rodrigues Alves
1200435,Santa Rosa Do Purus,AC,Acre,"Santa Rosa Do Purus, AC",Santa Rosa Do Purus
1200450,Senador Guiomard,AC,Acre,"Senador Guiomard, AC",Senador Guiomard
1200500,Sena Madureira,AC,Acre,"Sena Madureira, AC",Sena Madureira
1200609,Tarauacá,AC,Acre,"Tarauacá, AC",Tarauaca
1200708,Xapuri,AC,Acre,"Xapuri, AC",Xapuri
1200807,Porto Acre,AC,Acre,"Porto Acre, AC",Porto Acre
1300029,Alvarães,AM,Amazonas,"Alvarães, AM",Alvaraes
1300060,Amaturá,AM,Amazonas,"Amaturá, AM",Amatura
1300086,Anamã,AM,Amazonas,"Anamã, AM",Anama
1300102,Anori,AM,Amazonas,"Anori, AM",Anori
1300144,Apuí,AM,Amazonas,"Apuí, AM",Apui
1300201,Atalaia Do Norte,AM,Amazonas,"Atalaia Do Norte, AM",Atalaia Do Norte
1300300,Autazes,AM,Amazonas,"Autazes, AM",Autazes
1300409,Barcelos,AM,Amazonas,"Barcelos, AM",Barcelos
1300508,Barreirinha,AM,Amazonas,"Barreirinha, AM",Barreirinha
1300607,Benjamin Constant,AM,Amazonas,"Benjamin Constant, AM",Benjamin Constant
1300631,Beruri,AM,Amazonas,"Beruri, AM",Beruri
1300680,Boa Vista Do Ramos,AM,Amazonas,"Boa Vista Do Ramos, AM",Boa Vista Do Ramos
1300706,Boca Do Acre,AM,Amazonas,"Boca Do Acre, AM",Boca Do Acre
1300805,Borba,AM,Amazonas,"Borba, AM",Borba
1300839,Caapiranga,AM,Amazonas,"Caapiranga, AM",Caapiranga
1300904,Canutama,AM,Amazonas,"Canutama, AM",Canutama
1301001,Carauari,AM,Amazonas,"Carauari, AM",Carauari
1301100,Careiro,AM,Amazonas,"Careiro, AM",Careiro
1301159,Careiro Da Várzea,AM,Amazonas,"Careiro Da Várzea, AM",Careiro Da Varzea
1301209,Coari,AM,Amazonas,"Coari, AM",Coari
1301308,Codajás,AM,Amazonas,"Codajás, AM",Codajas
1301407,Eirunepé,AM,Amazonas,"Eirunepé, AM",Eirunepe
1301506,Envira,AM,Amazonas,"Envira, AM",Envira
1301605,Fonte Boa,AM,Amazonas,"Fonte Boa, AM",Fonte Boa
1301654,Guajará,AM,Amazonas,"Guajará, AM",Guajara
1301704,Humaitá,AM,Amazonas,"Humaitá, AM",Humaita
1301803,Ipixuna,AM,Amazonas,"Ipixuna, AM",Ipixuna
1301852,Iranduba,AM,Amazonas,"Iranduba, AM",Iranduba
1301902,Itacoatiara,AM,Amazonas,"Itacoatiara, AM",Itacoatiara
1301951,Itamarati,AM,Amazonas,"Itamarati, AM",Itamarati
1302009,Itapiranga,AM,Amazonas,"Itapiranga, AM",Itapiranga
1302108,Japurá,AM,Amazonas,"Japurá, AM",Japura
1302207,Juruá,AM,Amazonas,"Juruá, AM",Jurua
1302306,Jutaí,AM,Amazonas,"Jutaí, AM",Jutai
1302405,Lábrea,AM,Amazonas,"Lábrea, AM",Labrea
1302504,Manacapuru,AM,Amazonas,"Manacapuru, AM",Manacapuru
1302553,Manaquiri,AM,Amazonas,"Manaquiri, AM",Manaquiri
1302603,Manaus,AM,Amazonas,"Manaus, AM",Manaus
1302702,Manicoré,AM,Amazonas,"Manicoré, AM",Manicore
1302801,Maraã,AM,Amazonas,"Maraã, AM",Maraa
1302900,Maués,AM,Amazonas,"Maués, AM",Maues
1303007,Nhamundá,AM,Amazonas,"Nhamundá, AM",Nhamunda
1303106,Nova Olinda Do Norte,AM,Amazonas,"Nova Olinda Do Norte, AM",Nova Olinda Do Norte
1303205,Novo Airão,AM,Amazonas,"Novo Airão, AM",Novo Airao
1303304,Novo Aripuanã,AM,Amazonas,"Novo Aripuanã, AM",Novo Aripuana
1303403,Parintins,AM,Amazonas,"Parintins, AM",Parintins
1303502,Pauini,AM,Amazonas,"Pauini, AM",Pauini
1303536,Presidente Figueiredo,AM,Amazonas,"Presidente Figueiredo, AM",Presidente Figueiredo
1303569,Rio Preto Da Eva,AM,Amazonas,"Rio Preto Da Eva, AM",Rio Preto Da Eva
1303601,Santa Isabel Do Rio Negro,AM,Amazonas,"Santa Isabel Do Rio Negro, AM",Santa Isabel Do Rio Negro
1303700,Santo Antônio Do Içá,AM,Amazonas,"Santo Antônio Do Içá, AM",Santo Antonio Do Ica
1303809,São Gabriel Da Cachoeira,AM,Amazonas,"São Gabriel Da Cachoeira, AM",Sao Gabriel Da Cachoeira
1303908,São Paulo De Olivença,AM,Amazonas,"São Paulo De Olivença, AM",Sao Paulo De Olivenca
1303957,São Sebastião Do Uatumã,AM,Amazonas,"São Sebastião Do Uatumã, AM",Sao Sebastiao Do Uatuma
1304005,Silves,AM,Amazonas,"Silves, AM",Silves
1304062,Tabatinga,AM,Amazonas,"Tabatinga, AM",Tabatinga
1304104,Tapauá,AM,Amazonas,"Tapauá, AM",Tapaua
1304203,Tefé,AM,Amazonas,"Tefé, AM",Tefe
1304237,Tonantins,AM,Amazonas,"Tonantins, AM",Tonantins
1304260,Uarini,AM,Amazonas,"Uarini, AM",Uarini
1304302,Urucará,AM,Amazonas,"Urucará, AM",Urucara
1304401,Urucurituba,AM,Amazonas,"Urucurituba, AM",Urucurituba
1400027,Amajari,RR,Roraima,"Amajari, RR",Amajari
1400050,Alto Alegre,RR,Roraima,"Alto Alegre, RR",Alto Alegre
1400100,Boa Vista,RR,Roraima,"Boa Vista, RR",Boa Vista
1400159,Bonfim,RR,Roraima,"Bonfim, RR",Bonfim
1400175,Cantá,RR,Roraima,"Cantá, RR",Canta
1400209,Caracaraí,RR,Roraima,"Caracaraí, RR",Caracarai
1400233,Caroebe,RR,Roraima,"Caroebe, RR",Caroebe
1400282,Iracema,RR,Roraima,"Iracema, RR",Iracema
1400308,Mucajaí,RR,Roraima,"Mucajaí, RR",Mucajai
1400407,Normandia,RR,Roraima,"Normandia, RR",Normandia
1400456,Pacaraima,RR,Roraima,"Pacaraima, RR",Pacaraima
1400472,Rorainópolis,RR,Roraima,"Rorainópolis, RR",Rorainopolis
1400506,São João Da Baliza,RR,Roraima,"São João Da Baliza, RR",Sao Joao Da Baliza
1400605,São Luiz,RR,Roraima,"São Luiz, RR",Sao Luiz
1400704,Uiramutã,RR,Roraima,"Uiramutã, RR",Uiramuta
1500107,Abaetetuba,PA,Pará,"Abaetetuba, PA",Abaetetuba
1500131,Abel Figueiredo,PA,Pará,"Abel Figueiredo, PA",Abel Figueiredo
1500206,Acará,PA,Pará,"Acará, PA",Acara
1500305,Afuá,PA,Pará,"Afuá, PA",Afua
1500347,Água Azul Do Norte,PA,Pará,"Água Azul Do Norte, PA",Agua Azul Do Norte
1500404,Alenquer,PA,Pará,"Alenquer, PA",Alenquer
1500503,Almeirim,PA,Pará,"Almeirim, PA",Almeirim
1500602,Altamira,PA,Pará,"Altamira, PA",Altamira
1500701,Anajás,PA,Pará,"Anajás, PA",Anajas
1500800,Ananindeua,PA,Pará,"Ananindeua, PA",Ananindeua
1500859,Anapu,PA,Pará,"Anapu, PA",Anapu
1500909,Augusto Corrêa,PA,Pará,"Augusto Corrêa, PA",Augusto Correa
1500958,Aurora Do Pará,PA,Pará,"Aurora Do Pará, PA",Aurora Do Para
1501006,Aveiro,PA,Pará,"Aveiro, PA",Aveiro
1501105,Bagre,PA,Pará,"Bagre, PA",Bagre
1501204,Baião,PA,Pará,"Baião, PA",Baiao
1501253,Bannach,PA,Pará,"Bannach, PA",Bannach
1501303,Barcarena,PA,Pará,"Barcarena, PA",Barcarena
1501402,Belém,PA,Pará,"Belém, PA",Belem
1501451,Belterra,PA,Pará,"Belterra, PA",Belterra
1501501,Benevides,PA,Pará,"Benevides, PA",Benevides
1501576,Bom Jesus Do Tocantins,PA,Pará,"Bom Jesus Do Tocantins, PA",Bom Jesus Do Tocantins
1501600,Bonito,PA,Pará,"Bonito, PA",Bonito
1501709,Bragança,PA,Pará,"Bragança, PA",Braganca
1501725,Brasil Novo,PA,Pará,"Brasil Novo, PA",Brasil Novo
1501758,Brejo Grande Do Araguaia,PA,Pará,"Brejo Grande Do Araguaia, PA",Brejo Grande Do Araguaia
1501782,Breu Branco,PA,Pará,"Breu Branco, PA",Breu Branco
1501808,Breves,PA,Pará,"Breves, PA",Breves
1501907,Bujaru,PA,Pará,"Bujaru, PA",Bujaru
1501956,Cachoeira Do Piriá,PA,Pará,"Cachoeira Do Piriá, PA",Cachoeira Do Piria
1502004,Cachoeira Do Arari,PA,Pará,"Cachoeira Do Arari, PA",Cachoeira Do Arari
1502103,Cametá,PA,Pará,"Cametá, PA",Cameta
1502152,Canaã Dos Carajás,PA,Pará,"Canaã Dos Carajás, PA",Canaa Dos Carajas
1502202,Capanema,PA,Pará,"Capanema, PA",Capanema
1502301,Capitão Poço,PA,Pará,"Capitão Poço, PA",Capitao Poco
1502400,Castanhal,PA,Pará,"Castanhal, PA",Castanhal
1502509,Chaves,PA,Pará,"Chaves, PA",Chaves
1502608,Colares,PA,Pará,"Colares, PA",Colares
1502707,Conceição Do Araguaia,PA,Pará,"Conceição Do Araguaia, PA",Conceicao Do Araguaia
1502756,Concórdia Do Pará,PA,Pará,"Concórdia Do Pará, PA",Concordia Do Para
1502764,Cumaru Do Norte,PA,Pará,"Cumaru Do Norte, PA",Cumaru Do Norte
1502772,Curionópolis,PA,Pará,"Curionópolis, PA",Curionopolis
1502806,Curralinho,PA,Pará,"Curralinho, PA",Curralinho
1502855,Curuá,PA,Pará,"Curuá, PA",Curua
1502905,Curuçá,PA,Pará,"Curuçá, PA",Curuca
1502939,Dom Eliseu,PA,Pará,"Dom Eliseu, PA",Dom Eliseu
1502954,Eldorado Do Carajás,PA,Pará,"Eldorado Do Carajás, PA",Eldorado Do Carajas
1503002,Faro,PA,Pará,"Faro, PA",Faro
1503044,Floresta Do Araguaia,PA,Pará,"Floresta Do Araguaia, PA",Floresta Do Araguaia
1503077,Garrafão Do Norte,PA,Pará,"Garrafão Do Norte, PA",Garrafao Do Norte
1503093,Goianésia Do Pará,PA,Pará,"Goianésia Do Pará, PA",Goianesia Do Para
1503101,Gurupá,PA,Pará,"Gurupá, PA",Gurupa
1503200,Igarapé-Açu,PA,Pará,"Igarapé-Açu, PA",Igarape-Acu
1503309,Igarapé-Miri,PA,Pará,"Igarapé-Miri, PA",Igarape-Miri
1503408,Inhangapi,PA,Pará,"Inhangapi, PA",Inhangapi
1503457,Ipixuna Do Pará,PA,Pará,"Ipixuna Do Pará, PA",Ipixuna Do Para
1503507,Irituia,PA,Pará,"Irituia, PA",Irituia
1503606,Itaituba,PA,Pará,"Itaituba, PA",Itaituba
1503705,Itupiranga,PA,Pará,"Itupiranga, PA",Itupiranga
1503754,Jacareacanga,PA,Pará,"Jacareacanga, PA",Jacareacanga
1503804,Jacundá,PA,Pará,"Jacundá, PA",Jacunda
1503903,Juruti,PA,Pará,"Juruti, PA",Juruti
1504000,Limoeiro Do Ajuru,PA,Pará,"Limoeiro Do Ajuru, PA",Limoeiro Do Ajuru
1504059,Mãe Do Rio,PA,Pará,"Mãe Do Rio, PA",Mae Do Rio
1504109,Magalhães Barata,PA,Pará,"Magalhães Barata, PA",Magalhaes Barata
1504208,Marabá,PA,Pará,"Marabá, PA",Maraba
1504307,Maracanã,PA,Pará,"Maracanã, PA",Maracana
1504406,Marapanim,PA,Pará,"Marapanim, PA",Marapanim
1504422,Marituba,PA,Pará,"Marituba, PA",Marituba
1504455,Medicilândia,PA,Pará,"Medicilândia, PA",Medicilandia
1504505,Melgaço,PA,Pará,"Melgaço, PA",Melgaco
1504604,Mocajuba,PA,Pará,"Mocajuba, PA",Mocajuba
1504703,Moju,PA,Pará,"Moju, PA",Moju
1504752,Mojuí Dos Campos,PA,Pará,"Mojuí Dos Campos, PA",Mojui Dos Campos
1504802,Monte Alegre,PA,Pará,"Monte Alegre, PA",Monte Alegre
1504901,Muaná,PA,Pará,"Muaná, PA",Muana
1504950,Nova Esperança Do Piriá,PA,Pará,"Nova Esperança Do Piriá, PA",Nova Esperanca Do Piria
1504976,Nova Ipixuna,PA,Pará,"Nova Ipixuna, PA",Nova Ipixuna
1505007,Nova Timboteua,PA,Pará,"Nova Timboteua, PA",Nova Timboteua
1505031,Novo Progresso,PA,Pará,"Novo Progresso, PA",Novo Progresso
1505064,Novo Repartimento,PA,Pará,"Novo Repartimento, PA",Novo Repartimento
1505106,Óbidos,PA,Pará,"Óbidos, PA",Obidos
1505205,Oeiras Do Pará,PA,Pará,"Oeiras Do Pará, PA",Oeiras Do Para
1505304,Oriximiná,PA,Pará,"Oriximiná, PA",Oriximina
1505403,Ourém,PA,Pará,"Ourém, PA",Ourem
1505437,Ourilândia Do Norte,PA,Pará,"Ourilândia Do Norte, PA",Ourilandia Do Norte
1505486,Pacajá,PA,Pará,"Pacajá, PA",Pacaja
1505494,Palestina Do Pará,PA,Pará,"Palestina Do Pará, PA",Palestina Do Para
1505502,Paragominas,PA,Pará,"Paragominas, PA",Paragominas
1505536,Parauapebas,PA,Pará,"Parauapebas, PA",Parauapebas
1505551,Pau D'Arco,PA,Pará,"Pau D'Arco, PA",Pau D'Arco
1505601,Peixe-Boi,PA,Pará,"Peixe-Boi, PA",Peixe-Boi
1505635,Piçarra,PA,Pará,"Piçarra, PA",Picarra
1505650,Placas,PA,Pará,"Placas, PA",Placas
1505700,Ponta De Pedras,PA,Pará,"Ponta De Pedras, PA",Ponta De Pedras
1505809,Portel,PA,Pará,"Portel, PA",Portel
1505908,Porto De Moz,PA,Pará,"Porto De Moz, PA",Porto De Moz
1506005,Prainha,PA,Pará,"Prainha, PA",Prainha
1506104,Primavera,PA,Pará,"Primavera, PA",Primavera
1506112,Quatipuru,PA,Pará,"Quatipuru, PA",Quatipuru
1506138,Redenção,PA,Pará,"Redenção, PA",Redencao
1506161,Rio Maria,PA,Pará,"Rio Maria, PA",Rio Maria
1506187,Rondon Do Pará,PA,Pará,"Rondon Do Pará, PA",Rondon Do Para
1506195,Rurópolis,PA,Pará,"Rurópolis, PA",Ruropolis
1506203,Salinópolis,PA,Pará,"Salinópolis, PA",Salinopolis
1506302,Salvaterra,PA,Pará,"Salvaterra, PA",Salvaterra
1506351,Santa Bárbara Do Pará,PA,Pará,"Santa Bárbara Do Pará, PA",Santa Barbara Do Para
1506401,Santa Cruz Do Arari,PA,Pará,"Santa Cruz Do Arari, PA",Santa Cruz Do Arari
1506500,Santa Izabel Do Pará,PA,Pará,"Santa Izabel Do Pará, PA",Santa Izabel Do Para
1506559,Santa Luzia Do Pará,PA,Pará,"Santa Luzia Do Pará, PA",Santa Luzia Do Para
1506583,Santa Maria Das Barreiras,PA,Pará,"Santa Maria Das Barreiras, PA",Santa Maria Das Barreiras
1506609,Santa Maria Do Pará,PA,Pará,"Santa Maria Do Pará, PA",Santa Maria Do Para
1506708,Santana Do Araguaia,PA,Pará,"Santana Do Araguaia, PA",Santana Do Araguaia
1506807,Santarém,PA,Pará,"Santarém, PA",Santarem
1506906,Santarém Novo,PA,Pará,"Santarém Novo, PA",Santarem Novo
1507003,Santo Antônio Do Tauá,PA,Pará,"Santo Antônio Do Tauá, PA",Santo Antonio Do Taua
1507102,São Caetano De Odivelas,PA,Pará,"São Caetano De Odivelas, PA",Sao Caetano De Odivelas
1507151,São Domingos Do Araguaia,PA,Pará,"São Domingos Do Araguaia, PA",Sao Domingos Do Araguaia
1507201,São Domingos Do Capim,PA,Pará,"São Domingos Do Capim, PA",Sao Domingos Do Capim
1507300,São Félix Do Xingu,PA,Pará,"São Félix Do Xingu, PA",Sao Felix Do Xingu
1507409,São Francisco Do Pará,PA,Pará,"São Francisco Do Pará, PA",Sao Francisco Do Para
1507458,São Geraldo Do Araguaia,PA,Pará,"São Geraldo Do Araguaia, PA",Sao Geraldo Do Araguaia
1507466,São João Da Ponta,PA,Pará,"São João Da Ponta, PA",Sao Joao Da Ponta
1507474,São João De Pirabas,PA,Pará,"São João De Pirabas, PA",Sao Joao De Pirabas
1507508,São João Do Araguaia,PA,Pará,"São João Do Araguaia, PA",Sao Joao Do Araguaia
1507607,São Miguel Do Guamá,PA,Pará,"São Miguel Do Guamá, PA",Sao Miguel Do Guama
1507706,São Sebastião Da Boa Vista,PA,Pará,"São Sebastião Da Boa Vista, PA",Sao Sebastiao Da Boa Vista
1507755,Sapucaia,PA,Pará,"Sapucaia, PA",Sapucaia
1507805,Senador José Porfírio,PA,Pará,"Senador José Porfírio, PA",Senador Jose Porfirio
1507904,Soure,PA,Pará,"Soure, PA",Soure
1507953,Tailândia,PA,Pará,"Tailândia, PA",Tailandia
1507961,Terra Alta,PA,Pará,"Terra Alta, PA",Terra Alta
1507979,Terra Santa,PA,Pará,"Terra Santa, PA",Terra Santa
1508001,Tomé-Açu,PA,Pará,"Tomé-Açu, PA",Tome-Acu
1508035,Tracuateua,PA,Pará,"Tracuateua, PA",Tracuateua
1508050,Trairão,PA,Pará,"Trairão, PA",Trairao
1508084,Tucumã,PA,Pará,"Tucumã, PA",Tucuma
1508100,Tucuruí,PA,Pará,"Tucuruí, PA",Tucurui
1508126,Ulianópolis,PA,Pará,"Ulianópolis, PA",Ulianopolis
1508159,Uruará,PA,Pará,"Uruará, PA",Uruara
1508209,Vigia,PA,Pará,"Vigia, PA",Vigia
1508308,Viseu,PA,Pará,"Viseu, PA",Viseu
1508357,Vitória Do Xingu,PA,Pará,"Vitória Do Xingu, PA",Vitoria Do Xingu
1508407,Xinguara,PA,Pará,"Xinguara, PA",Xinguara
1600055,Serra Do Navio,AP,Amapá,"Serra Do Navio, AP",Serra Do Navio
1600105,Amapá,AP,Amapá,"Amapá, AP",Amapa
1600154,Pedra Branca Do Amapari,AP,Amapá,"Pedra Branca Do Amapari, AP",Pedra Branca Do Amapari
1600204,Calçoene,AP,Amapá,"Calçoene, AP",Calcoene
1600212,Cutias,AP,Amapá,"Cutias, AP",Cutias
1600238,Ferreira Gomes,AP,Amapá,"Ferreira Gomes, AP",Ferreira Gomes
1600253,Itaubal,AP,Amapá,"Itaubal, AP",Itaubal
1600279,Laranjal Do Jari,AP,Amapá,"Laranjal Do Jari, AP",Laranjal Do Jari
1600303,Macapá,AP,Amapá,"Macapá, AP",Macapa
1600402,Mazagão,AP,Amapá,"Mazagão, AP",Mazagao
1600501,Oiapoque,AP,Amapá,"Oiapoque, AP",Oiapoque
1600535,Porto Grande,AP,Amapá,"Porto Grande, AP",Porto Grande
1600550,Pracuúba,AP,Amapá,"Pracuúba, AP",Pracuuba
1600600,Santana,AP,Amapá,"Santana, AP",Santana
1600709,Tartarugalzinho,AP,Amapá,"Tartarugalzinho, AP",Tartarugalzinho
1600808,Vitória Do Jari,AP,Amapá,"Vitória Do Jari, AP",Vitoria Do Jari
1700251,Abreulândia,TO,Tocantins,"Abreulândia, TO",Abreulandia
1700301,Aguiarnópolis,TO,Tocantins,"Aguiarnópolis, TO",Aguiarnopolis
1700350,Aliança Do Tocantins,TO,Tocantins,"Aliança Do Tocantins, TO",Alianca Do Tocantins
1700400,Almas,TO,Tocantins,"Almas, TO",Almas
1700707,Alvorada,TO,Tocantins,"Alvorada, TO",Alvorada
1701002,Ananás,TO,Tocantins,"Ananás, TO",Ananas
1701051,Angico,TO,Tocantins,"Angico, TO",Angico
1701101,Aparecida Do Rio Negro,TO,Tocantins,"Aparecida Do Rio Negro, TO",Aparecida Do Rio Negro
1701309,Aragominas,TO,Tocantins,"Aragominas, TO",Aragominas
1701903,Araguacema,TO,Tocantins,"Araguacema, TO",Araguacema
1702000,Araguaçu,TO,Tocantins,"Araguaçu, TO",Araguacu
1702109,Araguaína,TO,Tocantins,"Araguaína, TO",Araguaina
1702158,Araguanã,TO,Tocantins,"Araguanã, TO",Araguana
1702208,Araguatins,TO,Tocantins,"Araguatins, TO",Araguatins
1702307,Arapoema,TO,Tocantins,"Arapoema, TO",Arapoema
1702406,Arraias,TO,Tocantins,"Arraias, TO",Arraias
1702554,Augustinópolis,TO,Tocantins,"Augustinópolis, TO",Augustinopolis
1702703,Aurora Do Tocantins,TO,Tocantins,"Aurora Do Tocantins, TO",Aurora Do Tocantins
1702901,Axixá Do Tocantins,TO,Tocantins,"Axixá Do Tocantins, TO",Axixa Do Tocantins
1703008,Babaçulândia,TO,Tocantins,"Babaçulândia, TO",Babaculandia
1703057,Bandeirantes Do Tocantins,TO,Tocantins,"Bandeirantes Do Tocantins, TO",Bandeirantes Do Tocantins
1703073,Barra Do Ouro,TO,Tocantins,"Barra Do Ouro, TO",Barra Do Ouro
1703107,Barrolândia,TO,Tocantins,"Barrolândia, TO",Barrolandia
1703206,Bernardo Sayão,TO,Tocantins,"Bernardo Sayão, TO",Bernardo Sayao
1703305,Bom Jesus Do Tocantins,TO,Tocantins,"Bom Jesus Do Tocantins, TO",Bom Jesus Do Tocantins
1703602,Brasilândia Do Tocantins,TO,Tocantins,"Brasilândia Do Tocantins, TO",Brasilandia Do Tocantins
1703701,Brejinho De Nazaré,TO,Tocantins,"Brejinho De Nazaré, TO",Brejinho De Nazare
1703800,Buriti Do Tocantins,TO,Tocantins,"Buriti Do Tocantins, TO",Buriti Do Tocantins
1703826,Cachoeirinha,TO,Tocantins,"Cachoeirinha, TO",Cachoeirinha
1703842,Campos Lindos,TO,Tocantins,"Campos Lindos, TO",Campos Lindos
1703867,Cariri Do Tocantins,TO,Tocantins,"Cariri Do Tocantins, TO",Cariri Do Tocantins
1703883,Carmolândia,TO,Tocantins,"Carmolândia, TO",Carmolandia
1703891,Carrasco Bonito,TO,Tocantins,"Carrasco Bonito, TO",Carrasco Bonito
1703909,Caseara,TO,Tocantins,"Caseara, TO",Caseara
1704105,Centenário,TO,Tocantins,"Centenário, TO",Centenario
1704600,Chapada De Areia,TO,Tocantins,"Chapada De Areia, TO",Chapada De Areia
